OPERADOR	LÍNEA	NIVEL DE TENSIÓN (kV)	LONGITUD (km)	CAPACIDAD TRANSPORTE NOMINAL (A)	CAPACIDAD TRANSPORTE TÉRMICO (A)	CAPACIDAD TRANSPORTE EMERGENCIA (A)	R1 (Ω/km)	X1 (Ω/km)	B1 (uS/km)	R0 (Ω/km)	X0 (Ω/km)	B0 (uS/km)	CLASE	CONDUCTOR TIPO	CONDUCTOR CALIBRE	FECHA DE ENTRADA	OBSERVACIONES	ACTIVO COMPARTIDO	ACUERDO
TERMOYOPAL GENERACION 2 S.A.S E.S.P.	TERMOYOPAL  YOPAL 2 115 kV	115.0	13.65	1200	1200	1200	0.1007	0.4668	3.5639	0.4031	1.3423	2.0643	Cnx		0.00	18/04/2007		Si	Termoyopal 12G3G4G5
TRANSELCA S.A. E.S.P.	BOLIVAR  EL BOSQUE 1 220 kV	220.0	17.29	800	800	960	0.0490	0.3840	18.4450	0.1860	0.7180	17.6559	Uso		0.00	27/05/2013		No	
TRANSELCA S.A. E.S.P.	BOLIVAR  SABANALARGA 1 220 kV	220.0	69.91	630	813	630	0.0893	0.4960	3.3541	0.3578	1.2021	2.0784	Uso		0.00	04/03/2007		No	
TRANSELCA S.A. E.S.P.	CARACOLI  NUEVA BARRANQUILLA 1 220 kV	220.0	13.71	839	839	840	0.0802	0.4860	3.4082	0.3801	1.1741	2.1575	Uso		0.00	02/12/2017		No	
TRANSELCA S.A. E.S.P.	CARACOLI  SABANALARGA 1 220 kV	220.0	30.29	1000	1000	1139	0.0581	0.3658	4.5829	0.3800	1.1499	2.3915	Uso		0.00	07/02/2018		No	
TRANSELCA S.A. E.S.P.	CARACOLI  TEBSA 1 220 kV	220.0	10.14	839	839	840	0.0796	0.4834	3.4332	0.3802	1.1690	2.1702	Uso		0.00	02/12/2017		No	
TRANSELCA S.A. E.S.P.	CARACOLI  TERMOFLORES 1 220 kV	220.0	35.90	1000	1000	1139	0.0520	0.3376	18.2390	0.3382	0.9906	16.5828	Uso		0.00	07/02/2018		No	
TRANSELCA S.A. E.S.P.	CARTAGENA  TERMOCANDELARIA 1 220 kV	220.0	2.88	787	813	790	0.0892	0.4973	3.3444	0.3520	1.2115	2.0767	Uso		0.00	01/01/2001		No	
TRANSELCA S.A. E.S.P.	CARTAGENA  TERMOCANDELARIA 2 220 kV	220.0	2.88	787	813	790	0.0892	0.4973	3.3444	0.3520	1.2115	2.0767	Uso		0.00	01/01/2001		No	
TRANSELCA S.A. E.S.P.	CERROMATOSO  GECELCA 1 110 kV	110.0	13.27	956	1697	1244	0.0382	0.3536	4.6829	0.4524	1.1097	2.6576	Str		0.00	23/03/2013		No	
TRANSELCA S.A. E.S.P.	CERROMATOSO  GECELCA 2 110 kV	110.0	13.27	956	1697	1244	0.0382	0.3536	4.6829	0.4524	1.1097	2.6576	Str		0.00	23/03/2013		No	
TRANSELCA S.A. E.S.P.	CUESTECITAS  SAN JUAN (GEB) 1 220 kV	220.0	70.22	598	813	717	0.0675	0.5060	3.2795	0.3534	1.3967	2.1738	Uso		0.00	31/12/2021		No	
TRANSELCA S.A. E.S.P.	EL BOSQUE  TERNERA 1 220 kV	220.0	25.69	630	830	756	0.0602	0.4520	13.5127	0.2020	0.8600	12.5555	Uso		0.00	27/05/2013		No	
TRANSELCA S.A. E.S.P.	EL COPEY  VALLEDUPAR 1 220 kV	220.0	90.80	598	818	598	0.0897	0.5157	3.2292	0.4409	1.1543	2.2766	Uso		0.00	01/01/1978		No	
TRANSELCA S.A. E.S.P.	EL RIO  TEBSA 1 220 kV	220.0	7.37	1005	1306	1005	0.0882	0.1348	94.5300	0.1380	0.0956	119.8200	Uso		0.00	22/11/2022		No	
TRANSELCA S.A. E.S.P.	EL RIO  TERMOFLORES 1 220 kV	220.0	8.15	1005	1306	1005	0.0882	0.1349	94.5500	0.1379	0.0960	110.2200	Uso		0.00	22/11/2022		No	
TRANSELCA S.A. E.S.P.	FUNDACION  EL COPEY 1 220 kV	220.0	49.41	598	815	718	0.0897	0.5157	3.2292	0.4409	1.1543	2.2766	Uso		0.00	01/01/1978		No	
TRANSELCA S.A. E.S.P.	FUNDACION  RIO CORDOBA 1 220 kV	220.0	62.56	656	813	787	0.0740	0.4878	3.3790	0.4233	1.1672	2.1420	Uso	AAAC Greeley	927 Kcmil	05/12/2017		No	
TRANSELCA S.A. E.S.P.	FUNDACION  RIO CORDOBA 2 220 kV	220.0	62.56	656	656	787	0.0740	0.4878	3.3790	0.4223	1.1672	2.1420	Uso		0.00	03/01/2018		No	
TRANSELCA S.A. E.S.P.	FUNDACION  SABANALARGA 1 220 kV	220.0	93.50	656	813	787	0.0897	0.5157	3.2249	0.4408	1.1552	2.2218	Uso		0.00	01/01/1978		No	
TRANSELCA S.A. E.S.P.	FUNDACION  SABANALARGA 2 220 kV	220.0	91.15	971	988	988	0.0896	0.4960	3.3609	0.3705	1.1915	2.1078	Uso		0.00	23/03/1999		No	
TRANSELCA S.A. E.S.P.	FUNDACION  SABANALARGA 3 220 kV	220.0	91.20	848	957	1017	0.0896	0.4960	3.3609	0.3705	1.1915	2.1078	Uso		0.00	31/10/2004		No	
TRANSELCA S.A. E.S.P.	GUAJIRA  CUESTECITAS 1 220 kV	220.0	95.45	630	813	722	0.0897	0.4911	3.3929	0.4766	1.1640	2.2498	Uso		0.00	16/08/1993		No	
TRANSELCA S.A. E.S.P.	GUAJIRA  CUESTECITAS 2 220 kV	220.0	95.45	630	813	722	0.0897	0.4911	3.3929	0.4766	1.1640	2.2498	Uso		0.00	01/01/1984		No	
TRANSELCA S.A. E.S.P.	GUAJIRA  SANTA MARTA 2 220 kV	220.0	91.51	656	813	787	0.0897	0.4935	3.3982	0.4145	1.2377	2.2781	Uso		0.00	01/01/1983		No	
TRANSELCA S.A. E.S.P.	GUAJIRA  TERMOCOL 1 220 kV	220.0	81.47	656	813	787	0.0896	0.4935	3.3200	0.4149	1.2383	1.9540	Uso		0.00	27/08/2013		No	
TRANSELCA S.A. E.S.P.	NUEVA BARRANQUILLA  SABANALARGA 1 220 kV	220.0	45.28	840	839	840	0.0818	0.4934	3.3537	0.3787	1.1927	2.1214	Uso		0.00	18/05/1999		No	
TRANSELCA S.A. E.S.P.	NUEVA BARRANQUILLA  SABANALARGA 2 220 kV	220.0	43.34	971	989	989	0.0647	0.4851	3.4299	0.3197	1.1063	2.2083	Uso		0.00	01/01/2001		No	
TRANSELCA S.A. E.S.P.	NUEVA BARRANQUILLA  SABANALARGA 3 220 kV	220.0	43.34	971	989	989	0.0647	0.4851	3.4299	0.3197	1.1063	2.2083	Uso		0.00	01/01/2001		No	
TRANSELCA S.A. E.S.P.	SABANALARGA  TERNERA 2 220 kV	220.0	80.18	630	813	630	0.0893	0.4960	3.3541	0.3578	1.2021	2.0784	Uso		0.00	01/01/1972		No	
TRANSELCA S.A. E.S.P.	SAN JUAN (GEB)  VALLEDUPAR 1 220 kV	220.0	51.57	598	813	717	0.0664	0.4988	3.2406	0.3477	1.3873	1.9903	Uso		0.00	31/12/2021		No	
TRANSELCA S.A. E.S.P.	SANTA MARTA  RIO CORDOBA 1 220 kV	220.0	22.39	656	813	787	0.0737	0.4877	3.3790	0.4229	1.1672	2.1420	Uso	AAAC Greeley	927 Kcmil	05/12/2017		No	
TRANSELCA S.A. E.S.P.	SANTA MARTA  RIO CORDOBA 2 220 kV	220.0	22.38	656	656	787	0.0737	0.4877	3.3790	0.4229	1.1672	2.1420	Uso		0.00	03/01/2018		No	
TRANSELCA S.A. E.S.P.	SANTA MARTA  TERMOCOL 1 220 kV	220.0	11.56	656	813	787	0.0887	0.4934	3.3200	0.4172	1.2423	1.9540	Uso		0.00	27/08/2013		No	
TRANSELCA S.A. E.S.P.	TEBSA  SABANALARGA 1 220 kV	220.0	38.42	630	813	630	0.0897	0.4960	3.3608	0.4084	1.2408	2.1048	Uso		0.00	06/04/1997		No	
TRANSELCA S.A. E.S.P.	TEBSA  SABANALARGA 2 220 kV	220.0	38.42	630	813	630	0.0897	0.4960	3.3608	0.4084	1.2408	2.1048	Uso		0.00	01/01/1975		No	
TRANSELCA S.A. E.S.P.	TEBSA  SABANALARGA 3 220 kV	220.0	38.50	840	839	840	0.0817	0.4932	3.3537	0.3596	1.1645	2.1214	Uso		0.00	01/01/1986		No	
TRANSELCA S.A. E.S.P.	TERMOCANDELARIA  TERNERA 1 220 kV	220.0	3.12	787	813	790	0.0896	0.4955	3.3608	0.3396	1.1377	2.1048	Uso		0.00	24/05/2000		No	
TRANSELCA S.A. E.S.P.	TERMOCANDELARIA  TERNERA 2 220 kV	220.0	3.12	787	813	790	0.0896	0.4955	3.3608	0.3396	1.1377	2.1048	Uso		0.00	24/06/2000		No	
TRANSELCA S.A. E.S.P.	TERMOFLORES  NUEVA BARRANQUILLA 1 220 kV	220.0	7.40	840	890	890	0.0885	0.4658	3.5795	0.2591	1.6223	2.1053	Uso		0.00	14/05/1999		No	
TRANSELCA S.A. E.S.P.	TERMOFLORES  NUEVA BARRANQUILLA 2 220 kV	220.0	7.40	840	890	890	0.0885	0.4658	3.5795	0.2591	1.6223	2.1053	Uso		0.00	02/06/1999		No	
VATIA S.A. E.S.P.	FLORIDA (CAUCA)  PRINCIPAL (POPAYAN) 1 115 kV	115.0	12.00	200	340	220	0.3697	0.5702	1.6130	0.6593	1.6408	1.0080	Cnx	ACSR	4/0	01/01/1975		No	
